"Harmonic_order","tau_so","SlotPitchRatio","FluxLinkage(Winding)"
1,0.0314285714285714,0.724489795918367,0.248418367181476
1,0.0314285714285714,0.744897959183674,0.245017741162655
1,0.0314285714285714,0.76530612244898,0.241552872036301
1,0.0314285714285714,0.785714285714286,0.238026580144293
1,0.0314285714285714,0.806122448979592,0.23444011134696
1,0.0314285714285714,0.826530612244898,0.230802046425654
1,0.0314285714285714,0.846938775510204,0.227098650573297
1,0.0314285714285714,0.86734693877551,0.223345627278977
1,0.0314285714285714,0.887755102040816,0.219542808614356
1,0.0314285714285714,0.908163265306122,0.215691203604268
1,0.0314285714285714,0.928571428571429,0.211793201674956
1,0.0314285714285714,0.948979591836735,0.207851005079196
1,0.0314285714285714,0.969387755102041,0.203866878686593
1,0.0314285714285714,0.989795918367347,0.199846564087499
1,0.0314285714285714,1.01020408163265,0.195799412971387
1,0.0314285714285714,1.03061224489796,0.191718715784878
1,0.0314285714285714,1.05102040816327,0.187593953845514
1,0.0314285714285714,1.07142857142857,0.183432161764244
1,0.0314285714285714,1.09183673469388,0.179238587375613
1,0.0314285714285714,1.11224489795918,0.175017269328956
1,0.0314285714285714,1.13265306122449,0.170772081824153
1,0.0314285714285714,1.1530612244898,0.166505197996405
1,0.0314285714285714,1.1734693877551,0.162224694945013
1,0.0314285714285714,1.19387755102041,0.157922733475939
1,0.0314285714285714,1.21428571428571,0.153609756750544
1,0.0314285714285714,1.23469387755102,0.149284762680237
1,0.0314285714285714,1.25510204081633,0.144949811978462
1,0.0314285714285714,1.27551020408163,0.14060587102037
1,0.0314285714285714,1.29591836734694,0.136255391756
1,0.0314285714285714,1.31632653061224,0.131900108139722
1,0.0314285714285714,1.33673469387755,0.127539628918866
1,0.0314285714285714,1.35714285714286,0.12318529320903
1,0.0314285714285714,1.37755102040816,0.118831428973926
1,0.0314285714285714,1.39795918367347,0.114484106740051
1,0.0314285714285714,1.41836734693878,0.110146800831247
1,0.0314285714285714,1.43877551020408,0.105822578303809
1,0.0314285714285714,1.45918367346939,0.101514894072387
1,0.0314285714285714,1.47959183673469,0.0972255721872783
1,0.0314285714285714,1.5,0.0929517579809967
1,0.0371428571428571,0.5,0.28116378980735
1,0.0371428571428571,0.520408163265306,0.278600998376148
1,0.0371428571428571,0.540816326530612,0.275955152019091
1,0.0371428571428571,0.561224489795918,0.273225295884008
1,0.0371428571428571,0.581632653061224,0.270413074062732
1,0.0371428571428571,0.602040816326531,0.267520312376051
1,0.0371428571428571,0.622448979591837,0.264549133953892
1,0.0371428571428571,0.642857142857143,0.261501068281293
1,0.0371428571428571,0.663265306122449,0.258379657429818
1,0.0371428571428571,0.683673469387755,0.255182717045299
1,0.0371428571428571,0.704081632653061,0.251916181708388
1,0.0371428571428571,0.724489795918367,0.248581543707978
1,0.0371428571428571,0.744897959183674,0.245180054370781
1,0.0371428571428571,0.76530612244898,0.241714718847325
1,0.0371428571428571,0.785714285714286,0.238186908572854
1,0.0371428571428571,0.806122448979592,0.234599316979519
1,0.0371428571428571,0.826530612244898,0.230954201427513
1,0.0371428571428571,0.846938775510204,0.227253477697942
1,0.0371428571428571,0.86734693877551,0.223498327670152
1,0.0371428571428571,0.887755102040816,0.219692853573369
1,0.0371428571428571,0.908163265306122,0.215838325690588
1,0.0371428571428571,0.928571428571429,0.211937113960035
1,0.0371428571428571,0.948979591836735,0.207991447407064
1,0.0371428571428571,0.969387755102041,0.204003685088377
1,0.0371428571428571,0.989795918367347,0.199979340259105
1,0.0371428571428571,1.01020408163265,0.19592486998026
1,0.0371428571428571,1.03061224489796,0.191838893919917
1,0.0371428571428571,1.05102040816327,0.187709573172193
1,0.0371428571428571,1.07142857142857,0.183543543078246
1,0.0371428571428571,1.09183673469388,0.179345939263345
1,0.0371428571428571,1.11224489795918,0.175120766587512
1,0.0371428571428571,1.13265306122449,0.170871511188234
1,0.0371428571428571,1.1530612244898,0.166600552488242
1,0.0371428571428571,1.1734693877551,0.162310438918786
1,0.0371428571428571,1.19387755102041,0.15800915711195
1,0.0371428571428571,1.21428571428571,0.153691611734253
1,0.0371428571428571,1.23469387755102,0.149362077914278
1,0.0371428571428571,1.25510204081633,0.145022542007827
1,0.0371428571428571,1.27551020408163,0.14067461330881
1,0.0371428571428571,1.29591836734694,0.136320227163366
1,0.0371428571428571,1.31632653061224,0.131960910648372
1,0.0371428571428571,1.33673469387755,0.127602723286929
1,0.0371428571428571,1.35714285714286,0.123240024072574
1,0.0371428571428571,1.37755102040816,0.118883315683401
1,0.0371428571428571,1.39795918367347,0.114533352878975
1,0.0371428571428571,1.41836734693878,0.110193660590576
1,0.0371428571428571,1.43877551020408,0.105866703042755
1,0.0371428571428571,1.45918367346939,0.101555870255879
1,0.0371428571428571,1.47959183673469,0.0972642217903529
1,0.0371428571428571,1.5,0.0929890606542585
1,0.0428571428571429,0.5,0.28126909475973
1,0.0428571428571429,0.520408163265306,0.278705350082769
1,0.0428571428571429,0.540816326530612,0.276060877806709
1,0.0428571428571429,0.561224489795918,0.273330711076941
1,0.0428571428571429,0.581632653061224,0.270519109968556
1,0.0428571428571429,0.602040816326531,0.26762644723683
1,0.0428571428571429,0.622448979591837,0.264655147729778
1,0.0428571428571429,0.642857142857143,0.261607104091352
1,0.0428571428571429,0.663265306122449,0.258486587595852
1,0.0428571428571429,0.683673469387755,0.255287793565055
1,0.0428571428571429,0.704081632653061,0.25202083204887
1,0.0428571428571429,0.724489795918367,0.248684939670074
1,0.0428571428571429,0.744897959183674,0.245282528516182
1,0.0428571428571429,0.76530612244898,0.241815467270276
1,0.0428571428571429,0.785714285714286,0.238286083025686
1,0.0428571428571429,0.806122448979592,0.234696576982255
1,0.0428571428571429,0.826530612244898,0.231050855131767
1,0.0428571428571429,0.846938775510204,0.227346328368799
1,0.0428571428571429,0.86734693877551,0.223589025671944
1,0.0428571428571429,0.887755102040816,0.219780613910404
1,0.0428571428571429,0.908163265306122,0.215923321602762
1,0.0428571428571429,0.928571428571429,0.212019041776368
1,0.0428571428571429,0.948979591836735,0.208070182175965
1,0.0428571428571429,0.969387755102041,0.204079050325462
1,0.0428571428571429,0.989795918367347,0.200050527043903
1,0.0428571428571429,1.01020408163265,0.19599076286048
1,0.0428571428571429,1.03061224489796,0.19189981696997
1,0.0428571428571429,1.05102040816327,0.187766627283536
1,0.0428571428571429,1.07142857142857,0.18359702807877
1,0.0428571428571429,1.09183673469388,0.179395973858343
1,0.0428571428571429,1.11224489795918,0.175167429851584
1,0.0428571428571429,1.13265306122449,0.170914800372268
1,0.0428571428571429,1.1530612244898,0.166640559634353
1,0.0428571428571429,1.1734693877551,0.162342570577362
1,0.0428571428571429,1.19387755102041,0.15804199945538
1,0.0428571428571429,1.21428571428571,0.153720807422199
1,0.0428571428571429,1.23469387755102,0.149387917488537
1,0.0428571428571429,1.25510204081633,0.145044888453392
1,0.0428571428571429,1.27551020408163,0.140693607558424
1,0.0428571428571429,1.29591836734694,0.13633628661356
1,0.0428571428571429,1.31632653061224,0.131974790614538
1,0.0428571428571429,1.33673469387755,0.127610348943472
1,0.0428571428571429,1.35714285714286,0.12324883212889
1,0.0428571428571429,1.37755102040816,0.118890621342582
1,0.0428571428571429,1.39795918367347,0.114538949211511
1,0.0428571428571429,1.41836734693878,0.110197585036099
1,0.0428571428571429,1.43877551020408,0.105869218572848
1,0.0428571428571429,1.45918367346939,0.101556793232473
1,0.0428571428571429,1.47959183673469,0.0972629852504404
1,0.0428571428571429,1.5,0.0929813497047271
1,0.0485714285714286,0.5,0.281334792717386
1,0.0485714285714286,0.520408163265306,0.278774239925138
1,0.0485714285714286,0.540816326530612,0.276129027943849
1,0.0485714285714286,0.561224489795918,0.273399217471444
1,0.0485714285714286,0.581632653061224,0.270586992458258
1,0.0485714285714286,0.602040816326531,0.267693749133909
1,0.0485714285714286,0.622448979591837,0.264721894926979
1,0.0485714285714286,0.642857142857143,0.261672732841154
1,0.0485714285714286,0.663265306122449,0.258562111716174
1,0.0485714285714286,0.683673469387755,0.255351430098358
1,0.0485714285714286,0.704081632653061,0.252082971003428
1,0.0485714285714286,0.724489795918367,0.248745892409906
1,0.0485714285714286,0.744897959183674,0.245341559341058
1,0.0485714285714286,0.76530612244898,0.241872710724906
1,0.0485714285714286,0.785714285714286,0.23834129554597
1,0.0485714285714286,0.806122448979592,0.234749779060386
1,0.0485714285714286,0.826530612244898,0.231097016838179
1,0.0485714285714286,0.846938775510204,0.227393994983641
1,0.0485714285714286,0.86734693877551,0.223634550727826
1,0.0485714285714286,0.887755102040816,0.21982361725185
1,0.0485714285714286,0.908163265306122,0.215963241887737
1,0.0485714285714286,0.928571428571429,0.212056026100895
1,0.0485714285714286,0.948979591836735,0.208104078670538
1,0.0485714285714286,0.969387755102041,0.204109704598181
1,0.0485714285714286,0.989795918367347,0.20007605635651
1,0.0485714285714286,1.01020408163265,0.196010950649365
1,0.0485714285714286,1.03061224489796,0.191917385126971
1,0.0485714285714286,1.05102040816327,0.187781012904956
1,0.0485714285714286,1.07142857142857,0.183608028401939
1,0.0485714285714286,1.09183673469388,0.179403898121565
1,0.0485714285714286,1.11224489795918,0.175172308149629
1,0.0485714285714286,1.13265306122449,0.170916793965711
1,0.0485714285714286,1.1530612244898,0.166635297755374
1,0.0485714285714286,1.1734693877551,0.162332965566039
1,0.0485714285714286,1.19387755102041,0.158035174883996
1,0.0485714285714286,1.21428571428571,0.153711103087013
1,0.0485714285714286,1.23469387755102,0.149375241225632
1,0.0485714285714286,1.25510204081633,0.145029531966795
1,0.0485714285714286,1.27551020408163,0.140675986563791
1,0.0485714285714286,1.29591836734694,0.136316134015892
1,0.0485714285714286,1.31632653061224,0.131952659962934
1,0.0485714285714286,1.33673469387755,0.127573580893018
1,0.0485714285714286,1.35714285714286,0.123223634442686
1,0.0485714285714286,1.37755102040816,0.118863940519004
1,0.0485714285714286,1.39795918367347,0.114511764163074
1,0.0485714285714286,1.41836734693878,0.11016929245414
1,0.0485714285714286,1.43877551020408,0.105840616479213
1,0.0485714285714286,1.45918367346939,0.101527153710439
1,0.0485714285714286,1.47959183673469,0.0972330361539953
1,0.0485714285714286,1.5,0.0929484866516079
1,0.0542857142857143,0.5,0.281373845343125
1,0.0542857142857143,0.520408163265306,0.27881532173931
1,0.0542857142857143,0.540816326530612,0.276169517774746
1,0.0542857142857143,0.561224489795918,0.273439183491759
1,0.0542857142857143,0.581632653061224,0.270625709777913
1,0.0542857142857143,0.602040816326531,0.267731348880484
1,0.0542857142857143,0.622448979591837,0.26475817701658
1,0.0542857142857143,0.642857142857143,0.261707750647096
1,0.0542857142857143,0.663265306122449,0.258578317455172
1,0.0542857142857143,0.683673469387755,0.255382875241265
1,0.0542857142857143,0.704081632653061,0.252112983142323
1,0.0542857142857143,0.724489795918367,0.248773550178161
1,0.0542857142857143,0.744897959183674,0.245367532177479
1,0.0542857142857143,0.76530612244898,0.24189648941346
1,0.0542857142857143,0.785714285714286,0.238362706939868
1,0.0542857142857143,0.806122448979592,0.234768628339695
1,0.0542857142857143,0.826530612244898,0.231115457186976
1,0.0542857142857143,0.846938775510204,0.227407744570247
1,0.0542857142857143,0.86734693877551,0.223645611333782
1,0.0542857142857143,0.887755102040816,0.2198318233445
1,0.0542857142857143,0.908163265306122,0.215968536736821
1,0.0542857142857143,0.928571428571429,0.212058305711592
1,0.0542857142857143,0.948979591836735,0.208103210791306
1,0.0542857142857143,0.969387755102041,0.204105815647338
1,0.0542857142857143,0.989795918367347,0.200070800314456
1,0.0542857142857143,1.01020408163265,0.196000224966057
1,0.0542857142857143,1.03061224489796,0.191901273887029
1,0.0542857142857143,1.05102040816327,0.187761871238467
1,0.0542857142857143,1.07142857142857,0.183586017022894
1,0.0542857142857143,1.09183673469388,0.179379130193486
1,0.0542857142857143,1.11224489795918,0.175144932295263
1,0.0542857142857143,1.13265306122449,0.170886793524205
1,0.0542857142857143,1.1530612244898,0.166605279323413
1,0.0542857142857143,1.1734693877551,0.162307973387067
1,0.0542857142857143,1.19387755102041,0.157997416471609
1,0.0542857142857143,1.21428571428571,0.153670903320899
1,0.0542857142857143,1.23469387755102,0.149332688107848
1,0.0542857142857143,1.25510204081633,0.144984768136885
1,0.0542857142857143,1.27551020408163,0.14062926427868
1,0.0542857142857143,1.29591836734694,0.136267788889886
1,0.0542857142857143,1.31632653061224,0.131902581979283
1,0.0542857142857143,1.33673469387755,0.127529074029013
1,0.0542857142857143,1.35714285714286,0.12317197732868
1,0.0542857142857143,1.37755102040816,0.118811619851515
1,0.0542857142857143,1.39795918367347,0.114458769512122
1,0.0542857142857143,1.41836734693878,0.110116416075157
1,0.0542857142857143,1.43877551020408,0.105787382099775
1,0.0542857142857143,1.45918367346939,0.101473833908402
1,0.0542857142857143,1.47959183673469,0.0971792691358731
1,0.0542857142857143,1.5,0.0929006998024409
1,0.06,0.5,0.281400825621495
1,0.06,0.520408163265306,0.278834203974654
1,0.06,0.540816326530612,0.276187360328498
1,0.06,0.561224489795918,0.273455217070582
1,0.06,0.581632653061224,0.270640317688113
1,0.06,0.602040816326531,0.267744353024203
1,0.06,0.622448979591837,0.264769480446332
1,0.06,0.642857142857143,0.261717126057782
1,0.06,0.663265306122449,0.258588205643999
1,0.06,0.683673469387755,0.255388418889557
1,0.06,0.704081632653061,0.252116065514527
1,0.06,0.724489795918367,0.248774634590441
1,0.06,0.744897959183674,0.245366036395113
1,0.06,0.76530612244898,0.241892620957538
1,0.06,0.785714285714286,0.238356370166246
1,0.06,0.806122448979592,0.234759586585027
1,0.06,0.826530612244898,0.231100686015912
1,0.06,0.846938775510204,0.227391670041117
1,0.06,0.86734693877551,0.223628121069362
1,0.06,0.887755102040816,0.219811398581071
1,0.06,0.908163265306122,0.215945190103566
1,0.06,0.928571428571429,0.21203191529773
1,0.06,0.948979591836735,0.208073723593632
1,0.06,0.969387755102041,0.204073374377649
1,0.06,0.989795918367347,0.200032450202108
1,0.06,1.01020408163265,0.195959690621946
1,0.06,1.03061224489796,0.19185729354127
1,0.06,1.05102040816327,0.187715136988143
1,0.06,1.07142857142857,0.183536630048256
1,0.06,1.09183673469388,0.179327102990854
1,0.06,1.11224489795918,0.175090443891652
1,0.06,1.13265306122449,0.17082987304904
1,0.06,1.1530612244898,0.166543545500858
1,0.06,1.1734693877551,0.16224041227788
1,0.06,1.19387755102041,0.157933938949464
1,0.06,1.21428571428571,0.153605321484436
1,0.06,1.23469387755102,0.149265169937502
1,0.06,1.25510204081633,0.144915504086834
1,0.06,1.27551020408163,0.140558273179792
1,0.06,1.29591836734694,0.13619572823855
1,0.06,1.31632653061224,0.131828938387554
1,0.06,1.33673469387755,0.127442132497491
1,0.06,1.35714285714286,0.123097920355361
1,0.06,1.37755102040816,0.11873753360102
1,0.06,1.39795918367347,0.11438481950222
1,0.06,1.41836734693878,0.110042652559462
1,0.06,1.43877551020408,0.105713610201079
1,0.06,1.45918367346939,0.101400798309923
1,0.06,1.47959183673469,0.0971073673140875
1,0.06,1.5,0.092824206305365
1,0.0657142857142857,0.5,0.281390405057391
1,0.0657142857142857,0.520408163265306,0.278833791655939
1,0.0657142857142857,0.540816326530612,0.276185347972075
1,0.0657142857142857,0.561224489795918,0.273451440153914
1,0.0657142857142857,0.581632653061224,0.270634708780459
1,0.0657142857142857,0.602040816326531,0.267736621586333
1,0.0657142857142857,0.622448979591837,0.264759379577258
1,0.0657142857142857,0.642857142857143,0.261704782731668
1,0.0657142857142857,0.663265306122449,0.258572792686825
1,0.0657142857142857,0.683673469387755,0.2553715715497
1,0.0657142857142857,0.704081632653061,0.252096691718989
1,0.0657142857142857,0.724489795918367,0.248752784881292
1,0.0657142857142857,0.744897959183674,0.245341495828756
1,0.0657142857142857,0.76530612244898,0.241865368772881
1,0.0657142857142857,0.785714285714286,0.238326420728673
1,0.0657142857142857,0.806122448979592,0.23472681556759
1,0.0657142857142857,0.826530612244898,0.23106336844069
1,0.0657142857142857,0.846938775510204,0.227353868842922
1,0.0657142857142857,0.86734693877551,0.223586446806818
1,0.0657142857142857,0.887755102040816,0.219766744787518
1,0.0657142857142857,0.908163265306122,0.215897452684632
1,0.0657142857142857,0.928571428571429,0.211981115183788
1,0.0657142857142857,0.948979591836735,0.208020022125508
1,0.0657142857142857,0.969387755102041,0.204016790780663
1,0.0657142857142857,0.989795918367347,0.199973730598471
1,0.0657142857142857,1.01020408163265,0.195897133257138
1,0.0657142857142857,1.03061224489796,0.191789676026011
1,0.0657142857142857,1.05102040816327,0.187644790797229
1,0.0657142857142857,1.07142857142857,0.183463748275256
1,0.0657142857142857,1.09183673469388,0.17925174468718
1,0.0657142857142857,1.11224489795918,0.175012881571771
1,0.0657142857142857,1.13265306122449,0.170750074595044
1,0.0657142857142857,1.1530612244898,0.166463930232063
1,0.0657142857142857,1.1734693877551,0.162158984516572
1,0.0657142857142857,1.19387755102041,0.157848136335221
1,0.0657142857142857,1.21428571428571,0.153517789243992
1,0.0657142857142857,1.23469387755102,0.149176257292725
1,0.0657142857142857,1.25510204081633,0.144825007522302
1,0.0657142857142857,1.27551020408163,0.140466879026009
1,0.0657142857142857,1.29591836734694,0.136103170662303
1,0.0657142857142857,1.31632653061224,0.131736683620145
1,0.0657142857142857,1.33673469387755,0.127361849026578
1,0.0657142857142857,1.35714285714286,0.12300466920248
1,0.0657142857142857,1.37755102040816,0.118644583138104
1,0.0657142857142857,1.39795918367347,0.114292210470308
1,0.0657142857142857,1.41836734693878,0.109950697584009
1,0.0657142857142857,1.43877551020408,0.105623110160771
1,0.0657142857142857,1.45918367346939,0.101311403340579
1,0.0657142857142857,1.47959183673469,0.0970189696718486
1,0.0657142857142857,1.5,0.0927455673399615
1,0.0714285714285714,0.5,0.281370670841434
1,0.0714285714285714,0.520408163265306,0.27881620113251
1,0.0714285714285714,0.540816326530612,0.276165193362357
1,0.0714285714285714,0.561224489795918,0.273429127644815
1,0.0714285714285714,0.581632653061224,0.270609967468976
1,0.0714285714285714,0.602040816326531,0.267710092769479
1,0.0714285714285714,0.622448979591837,0.264730426678706
1,0.0714285714285714,0.642857142857143,0.26167325077162
1,0.0714285714285714,0.663265306122449,0.25853883946295
1,0.0714285714285714,0.683673469387755,0.255334611375206
1,0.0714285714285714,0.704081632653061,0.252057163762858
1,0.0714285714285714,0.724489795918367,0.248710165896806
1,0.0714285714285714,0.744897959183674,0.245296325031482
1,0.0714285714285714,0.76530612244898,0.241817233134396
1,0.0714285714285714,0.785714285714286,0.238275340285683
1,0.0714285714285714,0.806122448979592,0.234672701926903
1,0.0714285714285714,0.826530612244898,0.231006148704569
1,0.0714285714285714,0.846938775510204,0.227294456092042
1,0.0714285714285714,0.86734693877551,0.223523236264684
1,0.0714285714285714,0.887755102040816,0.219700371811717
1,0.0714285714285714,0.908163265306122,0.215828092454098
1,0.0714285714285714,0.928571428571429,0.211908688388549
1,0.0714285714285714,0.948979591836735,0.207944539354131
1,0.0714285714285714,0.969387755102041,0.203938483643739
1,0.0714285714285714,0.989795918367347,0.199889860984115
1,0.0714285714285714,1.01020408163265,0.195810290174332
1,0.0714285714285714,1.03061224489796,0.191700972904635
1,0.0714285714285714,1.05102040816327,0.187553479054561
1,0.0714285714285714,1.07142857142857,0.183369913638138
1,0.0714285714285714,1.09183673469388,0.17915570242761
1,0.0714285714285714,1.11224489795918,0.174914729820474
1,0.0714285714285714,1.13265306122449,0.170649961609516
1,0.0714285714285714,1.1530612244898,0.166360667577977
1,0.0714285714285714,1.1734693877551,0.16205265746227
1,0.0714285714285714,1.19387755102041,0.157743007939398
1,0.0714285714285714,1.21428571428571,0.153411175519607
1,0.0714285714285714,1.23469387755102,0.149068172771888
1,0.0714285714285714,1.25510204081633,0.144716186506791
1,0.0714285714285714,1.27551020408163,0.140356996048933
1,0.0714285714285714,1.29591836734694,0.135992913772065
1,0.0714285714285714,1.31632653061224,0.131626424226397
1,0.0714285714285714,1.33673469387755,0.127251014593004
1,0.0714285714285714,1.35714285714286,0.12289486150739
1,0.0714285714285714,1.37755102040816,0.118535451948587
1,0.0714285714285714,1.39795918367347,0.114184341025951
1,0.0714285714285714,1.41836734693878,0.109843707604345
1,0.0714285714285714,1.43877551020408,0.105517442560215
1,0.0714285714285714,1.45918367346939,0.101207497627362
1,0.0714285714285714,1.47959183673469,0.0969166930389985
1,0.0714285714285714,1.5,0.092639202844404
1,0.0771428571428571,0.5,0.281347329566123
1,0.0771428571428571,0.520408163265306,0.278782425489379
1,0.0771428571428571,0.540816326530612,0.276129045131289
1,0.0771428571428571,0.561224489795918,0.273390538489081
1,0.0771428571428571,0.581632653061224,0.270569098272767
1,0.0771428571428571,0.602040816326531,0.267665984273018
1,0.0771428571428571,0.622448979591837,0.264683899025309
1,0.0771428571428571,0.642857142857143,0.261624131616644
1,0.0771428571428571,0.663265306122449,0.258492438511296
1,0.0771428571428571,0.683673469387755,0.255279663635291
1,0.0771428571428571,0.704081632653061,0.251999237240608
1,0.0771428571428571,0.724489795918367,0.248649504669182
1,0.0771428571428571,0.744897959183674,0.245232354963176
1,0.0771428571428571,0.76530612244898,0.241750257897071
1,0.0771428571428571,0.785714285714286,0.238205160750513
1,0.0771428571428571,0.806122448979592,0.234599507142205
1,0.0771428571428571,0.826530612244898,0.230932078471123
1,0.0771428571428571,0.846938775510204,0.227213240444805
1,0.0771428571428571,0.86734693877551,0.223440565048934
1,0.0771428571428571,0.887755102040816,0.219614566637599
1,0.0771428571428571,0.908163265306122,0.215739118386463
1,0.0771428571428571,0.928571428571429,0.211816693874554
1,0.0771428571428571,0.948979591836735,0.207849471150127
1,0.0771428571428571,0.969387755102041,0.203840671607473
1,0.0771428571428571,0.989795918367347,0.199790504018488
1,0.0771428571428571,1.01020408163265,0.195708009999283
1,0.0771428571428571,1.03061224489796,0.191593251301433
1,0.0771428571428571,1.05102040816327,0.187442901549233
1,0.0771428571428571,1.07142857142857,0.183257249264929
1,0.0771428571428571,1.09183673469388,0.179041007331926
1,0.0771428571428571,1.11224489795918,0.174797926299258
1,0.0771428571428571,1.13265306122449,0.170531487736733
1,0.0771428571428571,1.1530612244898,0.166240476828072
1,0.0771428571428571,1.1734693877551,0.161931162858937
1,0.0771428571428571,1.19387755102041,0.157619911530909
1,0.0771428571428571,1.21428571428571,0.153286932586733
